,CustomerID,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer,Age
3181,14597,Graduate Degree,Professional,M,M,1,0,0,4,116437,88,1,"25,45"
3182,14598,Graduate Degree,Professional,F,M,1,0,0,5,93388,56,0,"25,45"
3183,14599,Graduate Degree,Professional,M,M,1,0,0,5,111418,83,0,"25,45"
3184,14601,Graduate Degree,Professional,M,M,1,0,0,2,150469,88,0,"25,45"
3185,14602,Graduate Degree,Professional,F,M,1,0,0,3,132760,59,0,"25,45"
3186,14604,Bachelors ,Skilled Manual,M,M,1,3,3,3,106947,129,1,"25,45"
3187,14605,Bachelors ,Skilled Manual,F,S,0,1,4,4,108243,83,1,"25,45"
3188,14606,Bachelors ,Skilled Manual,F,S,0,2,4,4,107064,85,1,"25,45"
3189,14607,Bachelors ,Skilled Manual,M,M,1,2,4,4,68419,133,1,"25,45"
3190,14608,Bachelors ,Skilled Manual,M,M,1,3,4,4,54131,128,1,"25,45"
3191,14609,Bachelors ,Skilled Manual,F,S,1,2,5,5,36674,75,1,"25,45"
3192,14610,Bachelors ,Skilled Manual,F,S,1,3,5,5,60542,84,1,"25,45"
3193,14611,Bachelors ,Skilled Manual,F,S,1,2,2,4,50180,62,1,"25,45"
3194,14612,Bachelors ,Professional,M,M,1,2,2,4,96266,108,1,"25,45"
3195,14613,Bachelors ,Professional,M,M,1,2,2,4,125131,123,1,"25,45"
3196,14614,Bachelors ,Professional,M,S,0,1,0,0,94340,77,0,"25,45"
3197,14616,Bachelors ,Professional,F,S,1,1,0,0,88598,49,0,"25,45"
3198,14617,Bachelors ,Professional,M,S,0,1,0,0,90963,72,1,"25,45"
3199,14618,Graduate Degree,Professional,F,M,1,0,2,3,96598,73,0,"25,45"
3200,14619,Graduate Degree,Professional,M,M,1,0,2,3,123881,115,1,"25,45"
3201,14620,Graduate Degree,Professional,F,M,1,0,2,3,82908,66,0,"25,45"
3202,14622,Partial College,Skilled Manual,M,M,1,1,0,1,82822,78,1,"25,45"
3203,14623,Partial College,Skilled Manual,M,M,1,1,0,1,78497,83,1,"25,45"
3204,14624,Partial College,Skilled Manual,F,M,1,1,0,1,80090,56,0,"25,45"
3205,14625,Partial College,Skilled Manual,M,M,1,1,0,1,69811,76,0,"25,45"
3206,14626,High School,Skilled Manual,M,M,1,3,3,4,50476,114,1,"25,45"
3207,14627,Partial College,Skilled Manual,M,M,1,1,0,1,92384,81,1,"25,45"
3208,14628,Partial College,Skilled Manual,M,M,0,1,0,1,92749,77,0,"25,45"
3209,14629,Partial College,Skilled Manual,M,M,1,1,0,1,86940,77,1,"25,45"
3210,14630,Partial College,Skilled Manual,M,M,1,1,0,1,78243,82,1,"25,45"
3211,14631,Partial College,Skilled Manual,M,M,1,1,0,1,72531,80,0,"25,45"
3212,14632,Partial College,Skilled Manual,M,M,1,1,0,1,84724,86,0,"25,45"
3213,14634,Partial College,Skilled Manual,F,M,1,1,0,1,91755,52,0,"25,45"
3214,14635,High School,Skilled Manual,M,M,1,2,2,4,40827,95,0,"25,45"
3215,14636,High School,Skilled Manual,F,M,1,2,2,4,44099,73,0,"25,45"
3216,14637,High School,Skilled Manual,M,M,0,3,2,4,54760,95,0,"25,45"
3217,14638,Bachelors ,Professional,M,S,0,1,0,0,68213,70,1,"25,45"
3218,14639,Partial College,Skilled Manual,M,M,1,1,0,1,84523,86,1,"25,45"
3219,14640,Partial College,Skilled Manual,F,S,1,1,0,0,62158,54,0,"25,45"
3220,14643,Partial College,Skilled Manual,M,S,1,1,0,0,51892,67,0,"25,45"
3221,14644,Partial College,Skilled Manual,F,S,0,1,0,0,56584,43,0,"25,45"
3222,14645,Graduate Degree,Professional,M,S,0,1,0,0,105502,81,0,"25,45"
3223,14646,Graduate Degree,Professional,M,S,0,1,0,0,102219,76,1,"25,45"
3224,14647,Graduate Degree,Professional,M,M,0,1,0,0,107543,86,1,"25,45"
3225,14648,Graduate Degree,Professional,M,S,1,0,0,5,139386,63,0,>=55
3226,14650,Partial College,Skilled Manual,M,M,1,1,0,1,96145,83,0,"25,45"
3227,14651,Partial College,Skilled Manual,F,M,1,1,0,1,83404,54,0,"25,45"
3228,14652,Partial College,Skilled Manual,M,M,1,1,0,1,76170,77,1,"25,45"
3229,14653,Partial College,Skilled Manual,M,M,1,1,0,1,70529,72,1,"25,45"
3230,14654,Bachelors ,Professional,M,M,1,0,3,4,102334,125,1,"25,45"
3231,14655,Graduate Degree,Professional,F,M,1,3,5,5,108135,102,0,"25,45"
3232,14656,Graduate Degree,Professional,M,M,1,0,0,1,137561,87,1,"25,45"
3233,14657,Partial College,Skilled Manual,M,M,0,1,0,1,126700,83,0,"25,45"
3234,14658,Bachelors ,Professional,F,M,1,1,0,1,81175,52,0,"25,45"
3235,14659,Bachelors ,Professional,M,M,1,1,0,1,91247,80,1,"25,45"
3236,14660,Bachelors ,Professional,F,M,1,1,0,1,85284,53,0,"25,45"
3237,14661,Bachelors ,Professional,F,M,1,1,0,1,90037,57,0,"25,45"
3238,14662,Bachelors ,Professional,M,M,1,1,0,1,96981,86,0,"25,45"
3239,14663,Bachelors ,Professional,M,M,1,2,4,5,109860,147,1,"25,45"
3240,14664,Graduate Degree,Management,F,S,1,0,4,5,117439,86,1,"25,45"
3241,14665,Graduate Degree,Management,M,M,1,1,4,4,139627,152,1,"25,45"
3242,14666,Graduate Degree,Management,M,M,0,0,0,1,137308,84,0,"25,45"
3243,14667,Graduate Degree,Management,F,M,1,1,4,4,129018,96,1,"25,45"
3244,14668,Graduate Degree,Management,M,M,1,1,4,4,139045,152,0,"25,45"
3245,14669,Graduate Degree,Management,F,M,1,1,4,4,113907,93,1,"25,45"
3246,14670,Bachelors ,Professional,F,S,1,1,2,2,96532,63,1,"25,45"
3247,14671,Bachelors ,Professional,F,M,1,1,2,2,76999,64,0,"25,45"
3248,14672,Graduate Degree,Management,M,S,1,0,0,1,187064,85,0,"25,45"
3249,14673,Graduate Degree,Management,M,M,1,1,0,1,177293,93,0,"25,45"
3250,14674,Bachelors ,Professional,F,M,1,4,5,5,83835,97,0,"25,45"
3251,14676,Bachelors ,Professional,M,S,1,4,5,5,105415,148,1,"25,45"
3252,14677,Graduate Degree,Management,M,S,1,3,5,5,148124,155,1,"25,45"
3253,14678,Graduate Degree,Management,F,M,1,3,5,5,94481,102,1,"25,45"
3254,14679,Bachelors ,Professional,F,S,1,3,5,5,98038,94,1,"25,45"
3255,14680,Bachelors ,Professional,M,S,1,3,5,5,132821,155,1,"25,45"
3256,14683,Bachelors ,Professional,F,M,1,2,3,3,78958,79,0,"25,45"
3257,14685,Bachelors ,Professional,M,S,0,2,2,3,94122,104,1,"25,45"
3258,14686,Bachelors ,Professional,F,M,1,2,2,3,79499,68,0,"25,45"
3259,14687,Partial College,Clerical,F,S,1,1,0,0,32469,40,1,<25
3260,14688,Partial High School,Manual,F,S,0,2,0,0,19366,42,0,<25
3261,14689,Partial High School,Manual,F,S,0,2,0,0,22836,44,1,<25
3262,14690,Partial High School,Manual,M,S,0,2,0,0,11490,52,0,<25
3263,14691,Partial College,Clerical,M,M,0,1,0,0,56780,70,0,<25
3264,14692,Partial College,Clerical,F,S,0,1,0,0,51738,45,0,<25
3265,14693,High School,Manual,M,S,0,1,0,0,59034,68,0,"25,45"
3266,14694,High School,Manual,F,S,1,1,0,0,46501,43,0,"25,45"
3267,14695,Partial High School,Manual,M,S,0,2,0,0,20909,64,0,"25,45"
3268,14696,Partial High School,Manual,M,S,0,2,0,0,23754,58,1,"25,45"
3269,14698,Bachelors ,Skilled Manual,F,M,1,1,1,1,46265,56,0,"25,45"
3270,14700,Bachelors ,Skilled Manual,M,M,1,1,1,1,61991,91,0,"25,45"
3271,14701,Partial High School,Manual,M,S,0,2,0,0,21678,61,1,"25,45"
3272,14702,High School,Manual,M,M,0,1,0,0,46053,70,0,"25,45"
3273,14703,High School,Manual,M,S,0,1,0,0,38542,59,1,"25,45"
3274,14704,Partial High School,Manual,F,S,0,2,0,0,16684,43,0,"25,45"
3275,14705,Partial College,Clerical,F,S,1,0,2,2,51567,55,1,"25,45"
3276,14706,Partial College,Clerical,F,S,1,0,2,2,50053,60,0,"25,45"
3277,14707,Partial High School,Manual,F,S,0,2,0,0,22039,47,0,"25,45"
3278,14708,Partial High School,Manual,F,S,0,2,0,0,27105,41,0,"25,45"
3279,14709,High School,Manual,M,S,0,1,0,0,31921,61,1,"25,45"
3280,14710,High School,Manual,F,S,0,1,0,0,44720,47,0,"25,45"
3281,14711,High School,Manual,F,S,1,1,0,0,37987,42,1,"25,45"
3282,14712,High School,Manual,M,S,0,1,0,0,49108,67,1,"25,45"
3283,14713,Partial College,Clerical,M,S,1,0,2,2,50764,86,1,"25,45"
3284,14714,Partial College,Clerical,F,S,1,0,2,2,55414,54,1,"25,45"
3285,14715,Partial College,Clerical,M,M,0,0,2,2,63224,103,0,"25,45"
3286,14716,Partial College,Clerical,F,S,1,1,2,2,46421,59,0,"25,45"
3287,14717,Partial College,Clerical,F,S,1,1,2,2,44438,57,1,"25,45"
3288,14718,Partial College,Clerical,M,S,1,1,2,2,62291,95,1,"25,45"
3289,14720,Partial College,Clerical,F,S,1,0,3,3,47727,66,1,"25,45"
3290,14721,Partial College,Clerical,M,S,1,1,3,3,52829,101,0,<25
3291,14723,Partial College,Clerical,M,S,1,0,4,4,56104,114,1,<25
3292,14724,Graduate Degree,Skilled Manual,M,M,1,0,0,0,115292,83,1,"25,45"
3293,14725,Graduate Degree,Skilled Manual,M,M,1,0,0,0,105326,83,1,"25,45"
3294,14726,Graduate Degree,Skilled Manual,M,S,0,0,0,0,113815,80,1,"25,45"
3295,14727,Graduate Degree,Skilled Manual,F,S,1,0,0,0,91636,54,1,"25,45"
3296,14728,Graduate Degree,Skilled Manual,F,S,1,0,0,0,88066,52,0,"25,45"
3297,14729,Graduate Degree,Skilled Manual,F,S,1,0,0,0,91828,52,1,"25,45"
3298,14730,High School,Manual,M,M,0,2,0,2,30551,67,0,"45,55"
3299,14732,Bachelors ,Skilled Manual,F,M,1,1,0,1,55254,48,0,"45,55"
3300,14733,Bachelors ,Skilled Manual,M,M,1,1,0,1,56190,68,0,"45,55"
3301,14734,Bachelors ,Skilled Manual,M,M,1,1,0,1,70160,76,0,"45,55"
3302,14735,Partial College,Clerical,F,M,1,1,0,1,31367,46,0,"45,55"
3303,14736,Partial High School,Manual,M,M,0,2,0,3,16973,64,0,"25,45"
3304,14737,Partial High School,Clerical,M,S,1,2,0,3,22628,55,0,"25,45"
3305,14738,Partial College,Clerical,M,M,1,1,0,1,43133,66,0,"25,45"
3306,14739,Partial College,Clerical,M,M,1,1,0,1,41328,71,0,"25,45"
3307,14740,Partial College,Clerical,F,M,1,1,0,1,50323,43,0,"25,45"
3308,14742,Partial College,Clerical,F,M,1,1,0,1,42700,49,0,"25,45"
3309,14743,Partial College,Clerical,M,M,1,1,0,1,52856,76,0,"25,45"
3310,14744,Partial College,Clerical,M,M,1,1,0,1,53152,75,0,"25,45"
3311,14745,Partial College,Clerical,M,M,1,1,0,1,60140,76,1,"25,45"
3312,14746,Partial College,Clerical,F,M,1,1,0,1,41110,47,0,"25,45"
3313,14747,Partial College,Clerical,M,M,1,1,0,1,49721,78,0,"25,45"
3314,14748,Partial College,Clerical,M,M,1,1,0,1,48263,75,0,"25,45"
3315,14749,Partial College,Clerical,M,M,1,1,0,1,51121,74,0,"25,45"
3316,14750,Partial College,Clerical,F,M,1,1,0,1,49244,50,0,"25,45"
3317,14752,Partial College,Clerical,M,M,1,1,0,1,52006,79,0,"25,45"
3318,14754,Partial College,Clerical,M,M,1,1,0,1,50144,73,0,"25,45"
3319,14755,Partial College,Clerical,M,M,1,1,0,1,57194,71,0,"25,45"
3320,14756,Partial College,Clerical,M,M,1,1,0,1,47019,70,0,"25,45"
3321,14757,Partial College,Clerical,F,M,1,1,0,1,43035,47,0,"25,45"
3322,14758,Graduate Degree,Skilled Manual,F,S,1,0,0,4,114473,53,0,"25,45"
3323,14759,Graduate Degree,Skilled Manual,F,S,1,0,0,4,109861,55,1,"25,45"
3324,14760,Graduate Degree,Skilled Manual,M,M,1,0,0,4,151516,87,1,"25,45"
3325,14761,Graduate Degree,Skilled Manual,F,S,1,0,0,4,117838,57,0,"25,45"
3326,14762,Graduate Degree,Skilled Manual,F,S,1,0,0,4,108182,51,0,"25,45"
3327,14763,Graduate Degree,Skilled Manual,M,S,1,0,0,4,139256,77,1,"25,45"
3328,14764,Graduate Degree,Skilled Manual,M,S,1,0,0,4,104988,75,0,"25,45"
3329,14765,Graduate Degree,Skilled Manual,M,M,1,0,0,4,93610,81,0,"25,45"
3330,14766,Partial College,Manual,M,S,0,0,1,1,18323,70,0,"25,45"
3331,14769,Bachelors ,Clerical,F,M,1,0,0,1,55816,46,0,"25,45"
3332,14770,Bachelors ,Clerical,M,M,1,0,0,1,66024,78,0,"25,45"
3333,14771,Bachelors ,Clerical,F,M,1,0,0,1,52613,46,0,"25,45"
3334,14772,Bachelors ,Clerical,F,M,1,0,0,1,46060,47,0,"25,45"
3335,14773,Graduate Degree,Clerical,M,M,1,0,0,0,68402,76,0,"25,45"
3336,14774,Graduate Degree,Clerical,M,S,1,0,0,0,74776,70,0,"25,45"
3337,14775,Graduate Degree,Clerical,F,M,1,0,0,0,59930,47,0,"25,45"
3338,14777,Bachelors ,Clerical,F,M,1,0,0,0,55572,52,0,"25,45"
3339,14778,Partial High School,Manual,F,S,1,1,3,3,13164,56,1,"25,45"
3340,14779,Partial High School,Manual,M,S,1,1,3,3,20917,86,1,"25,45"
3341,14780,Partial High School,Manual,F,S,1,0,4,4,17565,68,1,"25,45"
3342,14781,Partial College,Manual,M,S,0,1,1,1,47765,78,1,"25,45"
3343,14782,Partial College,Manual,M,S,0,1,1,1,27773,72,1,"25,45"
3344,14783,Partial College,Manual,F,S,0,1,1,1,19230,45,1,"25,45"
3345,14784,Bachelors ,Clerical,M,S,0,0,1,1,64018,80,1,"25,45"
3346,14786,Bachelors ,Clerical,M,M,1,1,1,1,51353,87,0,"25,45"
3347,14787,High School,Manual,F,S,0,1,1,1,25976,45,0,"25,45"
3348,14788,High School,Manual,M,S,0,1,1,1,27622,72,1,"25,45"
3349,14789,High School,Manual,F,S,1,0,2,2,27791,57,0,"25,45"
3350,14790,Bachelors ,Clerical,M,M,1,0,0,0,69211,77,0,"25,45"
3351,14792,Bachelors ,Clerical,M,M,1,0,0,0,74913,80,0,"25,45"
3352,14794,Bachelors ,Clerical,M,M,1,0,0,0,85067,83,0,"25,45"
3353,14795,Bachelors ,Skilled Manual,F,M,1,2,1,1,59780,61,0,"25,45"
3354,14796,Partial High School,Manual,M,S,1,2,3,4,18309,92,0,"25,45"
3355,14797,Partial High School,Manual,M,S,1,2,3,4,14179,83,1,"25,45"
3356,14798,Partial High School,Manual,F,S,1,2,3,4,11583,60,0,"25,45"
3357,14799,High School,Manual,F,S,1,0,2,2,29303,52,0,"25,45"
3358,14800,Bachelors ,Skilled Manual,F,M,1,2,1,1,53530,56,0,"25,45"
3359,14802,High School,Manual,F,S,1,2,2,2,22226,52,0,"25,45"
3360,14803,High School,Manual,F,S,1,1,3,3,16822,59,0,"25,45"
3361,14804,Partial High School,Manual,F,S,1,2,2,3,19183,49,1,"25,45"
3362,14805,Partial High School,Manual,F,S,1,2,2,3,26975,48,0,"25,45"
3363,14806,Partial High School,Manual,M,S,1,2,2,3,18104,79,1,"25,45"
3364,14807,Partial High School,Manual,F,S,1,2,2,4,19318,54,1,"25,45"
3365,14808,Partial High School,Manual,F,S,1,2,2,4,10414,52,0,"25,45"
3366,14809,High School,Manual,M,S,1,2,3,3,19360,91,1,"25,45"
3367,14810,Bachelors ,Professional,M,M,1,0,0,0,66313,81,1,"25,45"
3368,14811,Bachelors ,Professional,F,M,1,0,0,0,65947,50,0,"25,45"
3369,14812,Bachelors ,Professional,M,M,1,0,0,0,66629,79,0,"25,45"
3370,14814,Partial College,Clerical,F,S,1,0,2,2,48900,63,1,"25,45"
3371,14815,Bachelors ,Skilled Manual,F,M,1,0,0,1,46508,46,0,"25,45"
3372,14816,Bachelors ,Skilled Manual,F,M,1,0,0,1,47773,48,0,"25,45"
3373,14819,Partial College,Clerical,F,M,0,2,2,2,54621,61,0,"25,45"
3374,14820,Bachelors ,Skilled Manual,M,M,1,0,0,1,49759,72,1,"25,45"
3375,14821,Bachelors ,Skilled Manual,M,M,1,0,0,1,40311,73,1,"25,45"
3376,14822,Partial College,Clerical,F,S,1,0,3,3,42703,60,1,"25,45"
3377,14823,Partial College,Clerical,M,S,1,0,3,3,54587,106,1,"25,45"
3378,14824,Partial College,Clerical,M,S,1,1,3,3,43040,99,1,"25,45"
3379,14825,High School,Manual,F,S,0,1,0,0,21349,41,1,<25
3380,14826,High School,Manual,F,M,0,2,4,4,20464,71,0,<25
3381,14827,Partial College,Clerical,M,S,1,1,3,3,49773,96,1,<25
3382,14828,Partial College,Clerical,M,S,1,1,3,3,43447,95,1,<25
3383,14830,Bachelors ,Skilled Manual,F,M,1,0,0,1,52663,49,0,"25,45"
3384,14831,Bachelors ,Skilled Manual,M,M,1,0,0,1,51615,71,1,"25,45"
3385,14832,Bachelors ,Skilled Manual,M,M,1,0,0,1,60768,78,1,"25,45"
3386,14835,Partial College,Clerical,F,S,1,1,4,4,49527,69,1,<25
3387,14836,Partial College,Clerical,M,M,0,2,4,4,60663,118,0,<25
3388,14837,Partial College,Clerical,M,S,1,1,0,0,64714,72,0,<25
3389,14838,Partial College,Clerical,M,S,0,1,0,0,46920,63,0,<25
3390,14839,Partial College,Clerical,F,S,0,1,0,0,49017,41,0,<25
3391,14840,Partial College,Clerical,F,S,0,1,0,0,48455,43,0,<25
3392,14841,Partial High School,Manual,M,M,1,1,0,2,22456,33,0,>=55
3393,14842,High School,Manual,F,S,0,1,0,0,20464,44,0,<25
3394,14843,High School,Manual,M,S,0,1,0,0,31204,62,0,<25
3395,14844,Partial High School,Manual,M,S,0,1,0,0,26016,57,0,<25
3396,14845,Partial High School,Manual,F,S,0,2,0,0,33438,40,0,<25
3397,14846,Partial High School,Manual,F,S,1,2,0,0,17442,37,1,<25
3398,14847,Partial High School,Manual,F,S,0,2,0,0,23388,40,0,<25
3399,14848,Partial College,Clerical,M,S,0,1,0,0,57721,75,0,<25
3400,14849,Partial College,Clerical,M,S,0,1,0,0,72846,69,0,<25
3401,14850,Partial High School,Manual,F,S,0,2,0,0,18802,45,0,"25,45"
3402,14851,Partial High School,Manual,F,S,1,2,0,0,21347,40,0,"25,45"
3403,14852,Partial College,Skilled Manual,M,S,0,2,0,0,90923,71,1,<25
3404,14853,High School,Skilled Manual,M,M,1,2,1,2,24954,71,0,"45,55"
3405,14854,Partial High School,Clerical,F,S,1,2,1,2,36930,52,1,"45,55"
3406,14855,Partial College,Clerical,F,S,1,2,0,3,40338,42,0,"45,55"
3407,14856,Partial High School,Clerical,F,S,1,2,0,0,41227,41,0,<25
3408,14857,Partial High School,Clerical,F,M,1,2,1,2,26363,48,0,"45,55"
3409,14858,High School,Skilled Manual,M,M,0,2,0,3,47499,75,0,"45,55"
3410,14859,High School,Skilled Manual,M,M,0,2,0,3,54994,76,0,"45,55"
3411,14860,Partial College,Skilled Manual,M,M,0,2,0,2,58632,67,0,"45,55"
3412,14861,Partial College,Clerical,F,S,1,1,2,2,58183,56,1,"25,45"
3413,14862,Partial College,Clerical,M,S,1,2,2,2,57460,88,0,"25,45"
3414,14863,Partial College,Clerical,F,S,1,2,2,2,27347,50,1,"25,45"
3415,14864,Partial College,Clerical,F,S,1,2,2,2,60941,63,1,"25,45"
3416,14865,Partial College,Clerical,M,S,1,2,2,2,44981,85,0,"25,45"
3417,14867,Partial College,Clerical,F,S,1,0,3,3,42788,65,1,<25
3418,14868,Partial College,Clerical,F,S,1,0,3,3,50196,65,1,<25
3419,14870,Partial College,Clerical,F,S,1,2,3,3,55857,69,1,<25
3420,14871,Partial College,Clerical,M,S,1,2,3,3,40342,97,1,<25
3421,14872,Graduate Degree,Skilled Manual,M,M,1,0,0,0,67907,76,0,<25
3422,14873,Graduate Degree,Skilled Manual,M,M,1,0,0,0,88672,80,0,<25
3423,14874,Partial College,Clerical,F,S,1,2,3,3,40754,63,0,<25
3424,14875,Partial College,Clerical,F,S,1,2,3,3,54222,68,0,<25
3425,14876,Graduate Degree,Skilled Manual,M,M,1,1,0,1,64336,61,0,>=55
3426,14877,Graduate Degree,Skilled Manual,M,S,0,0,0,0,120172,79,1,"25,45"
3427,14878,Graduate Degree,Skilled Manual,M,M,0,0,0,0,111598,85,0,"25,45"
3428,14879,Graduate Degree,Skilled Manual,F,S,1,0,0,0,92503,50,0,"25,45"
3429,14880,Bachelors ,Skilled Manual,F,M,1,1,0,1,51805,47,0,"45,55"
3430,14881,Bachelors ,Skilled Manual,M,M,1,1,0,1,51403,76,0,"45,55"
3431,14882,Bachelors ,Skilled Manual,F,M,1,1,0,1,45960,38,0,"45,55"
3432,14884,Bachelors ,Skilled Manual,F,M,1,1,0,1,65676,47,0,"45,55"
3433,14886,Partial High School,Manual,F,S,1,2,0,3,20936,39,0,"25,45"
3434,14888,High School,Clerical,F,M,1,1,0,1,54477,52,0,"25,45"
3435,14889,High School,Clerical,M,M,1,1,0,1,46113,69,0,"25,45"
3436,14890,High School,Clerical,M,M,1,1,0,1,43124,72,0,"25,45"
3437,14891,Partial College,Clerical,M,M,1,1,0,1,48047,75,0,"25,45"
3438,14893,Partial College,Clerical,F,M,1,1,0,1,37397,44,0,"25,45"
3439,14894,Partial College,Clerical,M,M,1,1,0,1,50564,71,0,"25,45"
3440,14895,Partial College,Clerical,M,M,1,1,0,1,66800,80,0,"25,45"
3441,14896,Partial College,Clerical,F,M,1,1,0,1,47004,52,0,"25,45"
3442,14897,Partial College,Clerical,M,M,1,1,0,1,57521,74,0,"25,45"
3443,14898,Partial College,Clerical,F,M,1,1,0,1,44301,55,0,"25,45"
3444,14899,Partial College,Clerical,M,M,1,1,0,1,61181,73,0,"25,45"
3445,14900,Partial College,Clerical,F,M,1,1,0,1,56464,47,0,"25,45"
3446,14901,Partial College,Clerical,F,M,1,1,0,1,37360,49,0,"25,45"
3447,14902,Partial College,Clerical,F,M,1,1,0,1,37567,47,0,"25,45"
3448,14903,Partial College,Clerical,F,M,1,1,0,1,48888,45,0,"25,45"
3449,14904,Partial College,Clerical,M,M,1,1,0,1,49512,69,0,"25,45"
3450,14905,Partial College,Clerical,M,M,1,1,0,1,53950,72,0,"25,45"
3451,14906,Partial College,Clerical,M,M,1,1,0,1,42646,65,0,"25,45"
3452,14908,Partial College,Clerical,F,M,1,1,0,1,30183,44,0,"25,45"
3453,14909,Partial College,Clerical,M,M,1,1,0,1,51487,68,0,"25,45"
3454,14910,Partial College,Clerical,F,M,1,1,0,1,57702,46,0,"25,45"
3455,14911,Partial College,Clerical,F,M,1,1,0,1,51424,52,0,"25,45"
3456,14912,Partial College,Clerical,F,M,1,1,0,1,43567,48,0,"25,45"
3457,14913,Partial College,Clerical,F,M,1,1,0,1,50626,51,0,"25,45"
3458,14914,Partial College,Clerical,F,M,1,1,0,1,54030,51,0,"25,45"
3459,14915,Partial College,Clerical,F,M,1,1,0,1,51231,47,0,"25,45"
3460,14916,Graduate Degree,Skilled Manual,F,S,1,0,0,4,108985,55,0,"25,45"
3461,14917,Graduate Degree,Skilled Manual,M,M,1,0,0,4,133486,88,1,"25,45"
3462,14918,Graduate Degree,Skilled Manual,F,S,1,0,0,4,122486,52,0,"25,45"
3463,14919,Graduate Degree,Skilled Manual,M,M,1,0,0,4,139441,90,0,"25,45"
3464,14920,Graduate Degree,Skilled Manual,M,M,1,0,0,4,109594,85,1,"25,45"
3465,14921,Graduate Degree,Skilled Manual,F,S,0,0,0,4,90923,51,1,"25,45"
3466,14922,Graduate Degree,Skilled Manual,F,S,0,0,0,4,70324,46,1,"25,45"
3467,14923,Partial College,Manual,M,S,0,0,1,1,19988,73,0,"25,45"
3468,14924,Partial College,Manual,F,M,1,1,1,1,26637,52,0,"25,45"
3469,14925,Bachelors ,Clerical,F,M,1,0,0,1,49812,52,0,"25,45"
3470,14926,Bachelors ,Clerical,M,M,1,0,0,1,67374,75,0,"25,45"
3471,14927,Bachelors ,Clerical,F,M,1,0,0,1,58493,53,0,"25,45"
3472,14928,Bachelors ,Clerical,M,M,1,0,0,1,62820,73,1,"25,45"
3473,14929,Bachelors ,Clerical,M,M,1,0,1,1,65092,91,0,"25,45"
3474,14930,Bachelors ,Clerical,F,S,0,0,1,1,52879,51,0,"25,45"
3475,14931,Graduate Degree,Clerical,M,M,1,0,0,0,70703,79,0,"25,45"
3476,14933,Partial College,Manual,M,M,1,1,1,1,23655,77,1,"25,45"
3477,14934,Bachelors ,Clerical,M,S,0,0,1,1,61615,80,1,"25,45"
3478,14935,Bachelors ,Clerical,M,S,0,0,1,1,70263,82,1,"25,45"
3479,14936,Bachelors ,Clerical,M,S,0,1,1,1,72663,86,1,"25,45"
3480,14937,Partial High School,Manual,M,S,1,1,4,4,17784,93,1,"25,45"
3481,14938,High School,Manual,F,S,0,1,1,1,25480,48,0,"25,45"
3482,14939,Bachelors ,Clerical,M,M,1,0,0,0,51202,76,0,"25,45"
3483,14941,High School,Manual,F,S,1,0,2,2,19545,54,0,"25,45"
3484,14942,Bachelors ,Clerical,F,S,0,1,1,1,50999,52,1,"25,45"
3485,14943,Bachelors ,Clerical,F,M,1,1,1,1,41667,52,0,"25,45"
3486,14944,Partial High School,Manual,M,S,1,2,3,5,17811,84,1,"25,45"
3487,14945,Partial High School,Manual,F,S,1,2,3,5,11511,57,0,"25,45"
3488,14946,High School,Manual,M,S,1,1,2,2,19192,77,1,"25,45"
3489,14947,High School,Manual,M,S,1,1,2,2,22500,84,1,"25,45"
3490,14948,Bachelors ,Skilled Manual,M,M,1,2,1,1,49437,84,1,"25,45"
3491,14950,Partial High School,Manual,F,S,1,2,2,3,14479,53,0,"25,45"
3492,14951,Bachelors ,Skilled Manual,F,M,1,2,1,1,61026,57,1,"25,45"
3493,14952,Bachelors ,Skilled Manual,F,M,1,2,1,1,61081,58,0,"25,45"
3494,14953,Partial High School,Manual,F,S,1,2,2,3,23421,55,1,"25,45"
3495,14954,Partial High School,Manual,F,S,1,2,2,3,23776,55,0,"25,45"
3496,14955,High School,Manual,M,M,0,1,3,3,21199,98,1,"25,45"
3497,14956,High School,Manual,F,S,1,0,4,4,16490,69,1,"25,45"
3498,14957,High School,Manual,F,S,1,1,4,4,22704,69,1,"25,45"
3499,14958,Bachelors ,Professional,M,M,1,0,0,0,72135,79,0,"25,45"
3500,14960,Partial College,Clerical,M,S,1,1,2,2,57659,93,1,"25,45"
3501,14961,Bachelors ,Skilled Manual,F,M,1,0,0,1,54684,51,1,"25,45"
3502,14962,Bachelors ,Skilled Manual,M,M,1,0,0,1,51965,71,0,"25,45"
3503,14963,Bachelors ,Skilled Manual,F,M,1,0,0,1,41760,47,0,"25,45"
3504,14964,Bachelors ,Skilled Manual,M,M,1,0,0,1,59430,77,0,"25,45"
3505,14965,Partial College,Clerical,M,M,0,2,2,2,55014,100,1,"25,45"
3506,14966,Partial College,Clerical,M,S,1,2,2,2,74663,102,1,"25,45"
3507,14967,Partial College,Clerical,F,S,1,2,2,2,43427,59,1,"25,45"
3508,14968,Bachelors ,Skilled Manual,M,M,1,0,0,1,45400,67,1,"25,45"
3509,14969,Partial College,Clerical,M,S,1,0,3,3,54561,101,1,"25,45"
3510,14970,High School,Manual,M,M,0,1,0,0,13194,58,0,<25
3511,14971,High School,Manual,F,M,0,2,4,4,36158,68,0,<25
